;pt1	pt2	distance	type
86	87	163.334349341920640	Q20220830092903
87	86	163.334349341920640	Q20220830092903
87	88	163.334349341886480	Q20220830092903
88	87	163.334349341886480	Q20220830092903
88	89	163.334349342606520	Q20220830092903
89	88	163.334349342606520	Q20220830092903
89	90	312.936506935244440	Q20220830092903
90	89	312.936506935244440	Q20220830092903
90	91	163.334349342389830	Q20220830092903
91	90	163.334349342389830	Q20220830092903
91	92	163.334349342389830	Q20220830092903
92	91	163.334349342389830	Q20220830092903
92	93	163.334349342424640	Q20220830092903
93	92	163.334349342424640	Q20220830092903
93	94	163.334349342424640	Q20220830092903
94	93	163.334349342424640	Q20220830092903
94	95	163.334349342424640	Q20220830092903
95	94	163.334349342424640	Q20220830092903
95	96	163.334349342424640	Q20220830092903
96	95	163.334349342424640	Q20220830092903
96	97	163.334349342424640	Q20220830092903
97	96	163.334349342424640	Q20220830092903
97	98	163.334349342424640	Q20220830092903
98	97	163.334349342424640	Q20220830092903
98	99	163.334349342424640	Q20220830092903
99	98	163.334349342424640	Q20220830092903
99	100	163.334349342424640	Q20220830092903
100	99	163.334349342424640	Q20220830092903
100	101	163.334349342459460	Q20220830092903
101	100	163.334349342459460	Q20220830092903
101	102	163.334349342459460	Q20220830092903
102	101	163.334349342459460	Q20220830092903
102	103	163.334349342459460	Q20220830092903
103	102	163.334349342459460	Q20220830092903
103	104	163.334349342459460	Q20220830092903
104	103	163.334349342459460	Q20220830092903
104	105	163.334349342494280	Q20220830092903
105	104	163.334349342494280	Q20220830092903
105	106	163.334349342494280	Q20220830092903
106	105	163.334349342494280	Q20220830092903
106	107	163.334349342529090	Q20220830092903
107	106	163.334349342529090	Q20220830092903
107	108	163.334349342529090	Q20220830092903
108	107	163.334349342529090	Q20220830092903
108	109	163.334349342598730	Q20220830092903
109	108	163.334349342598730	Q20220830092903
109	110	196.564917797815610	Q20220830092903
110	109	196.564917797815610	Q20220830092903
110	111	163.334349342368990	Q20220830092903
111	110	163.334349342368990	Q20220830092903
111	112	163.334349342368990	Q20220830092903
112	111	163.334349342368990	Q20220830092903
112	113	163.334349342403670	Q20220830092903
